actor_id,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Target
8.22E+17,0.874838431,0.960981162,0.948934832,0.998950981,0.890528099,1
8.20E+17,0.92332068,0.551234033,0.399954201,0.068622641,0.808099897,1
7.90E+17,0.9801994,0.919361098,0.482057332,0.749480891,0.903820143,1
7.73E+17,0.980221778,0.764986327,0.745482455,0.202270037,0.912559686,1
2179710179,0.91429594,0.996059814,0.881062892,0.969957142,0.994555585,1
1.01E+18,0.975404492,0.610906949,0.622189534,0.170318663,0.86501474,1
9.03E+17,0.960319264,0.591290257,0.671513286,0.330302191,0.866020206,1
7.07E+17,0.947577184,0.509462883,0.604605781,0.611442953,0.820887492,1
4202755259,0.747175993,0.94623385,0.928053829,0.83651239,0.918395556,1
2864514358,0.965270929,0.938807719,0.490397932,0.414551009,0.976119352,1
9.36E+17,0.948860753,0.218565818,0.507144609,0.491915785,0.376975498,1
8.13E+17,0.992640518,0.703340532,0.350240446,0.176941462,0.790471385,1
7.48E+17,0.90590123,0.512367597,0.701186743,0.257444942,0.854094954,1
2287154638,0.974428138,0.608545124,0.729213468,0.422214559,0.803079433,1
1.01E+18,0.928025925,0.876975425,0.815950778,0.208026229,0.958177554,1
9.33E+17,0.944467679,0.168528538,0.292758328,0.366530305,0.50289677,1
56555482,0.516202376,0.82983006,0.689867507,0.322489244,0.933935629,1
2983360269,0.86216198,0.993035936,0.960088933,0.999977681,0.885479562,1
25162832,0.931771774,0.778383849,0.715714095,0.524588135,0.841264646,1
228448495,0.991113554,0.619075961,0.724978017,0.372774547,0.823913337,1
1651836092,0.847675802,0.632960235,0.62821803,0.242244306,0.795724542,1
1465857446,0.937347763,0.809998744,0.478788372,0.271786025,0.909632443,1
8.38E+17,0.860010299,0.987048071,0.709129313,0.962905906,0.712113258,1
8.21E+17,0.923261471,0.310604847,0.640644484,0.266833623,0.637571434,1
3167535227,0.919789134,0.779752235,0.979838223,0.496145542,0.863319017,1
1177261585,0.900430844,0.277094225,0.413948193,0.29576249,0.728091291,1
1.02E+18,0.982479771,0.583498346,0.374099377,0.419071548,0.78309306,1
9.16E+17,0.995958698,0.870978668,0.648161426,0.31785125,0.904513424,1
8.08E+17,0.821352525,0.81450127,0.464118924,0.751678899,0.893513741,1
7.18E+17,0.933074402,0.929908338,0.948788386,0.455894309,0.930949095,1
452355595,0.942052587,0.823129027,0.70402747,0.540737773,0.861256039,1
3045057071,0.934314436,0.37184442,0.713272525,0.452887883,0.802199257,1
2476381856,0.960732933,0.458381507,0.897942893,0.794745426,0.658927494,1
220540133,0.775282463,0.05658353,0.450531752,0.130635329,0.481624766,1
9.59E+17,0.908807865,0.979952035,0.401282067,0.666715148,0.887519076,1
9.39E+17,0.971595765,0.981626499,0.751627654,0.749181121,0.956828606,1
373697982,0.591831293,0.925854819,0.89767946,0.996794169,0.719512772,1
2948453912,0.925824258,0.903805731,0.452930605,0.263615212,0.916769558,1
2929937477,0.920497979,0.525389522,0.556593489,0.58115011,0.714856922,1
9.26E+17,0.839629875,0.459644529,0.815108283,0.389682001,0.807688461,1
4855731869,0.950211739,0.846787387,0.825343364,0.18500576,0.921584509,1
46241519,0.941072286,0.546226935,0.613376734,0.284114639,0.883997706,1
25277991,0.921280438,0.776177415,0.430093918,0.841526831,0.755210263,1
9.12E+17,0.958173461,0.531111984,0.317479752,0.473437946,0.656656796,1
7.67E+17,0.969565731,0.819220954,0.535782702,0.140790842,0.877679256,1
2557966970,0.924441541,0.542580163,0.306354669,0.457553298,0.671702585,1
2310061230,0.9174832,0.206571485,0.600676302,0.430936293,0.685724576,1
1546087988,0.950789644,0.375647105,0.612371785,0.101206301,0.731991591,1
9.99E+17,0.960435997,0.556160534,0.246428963,0.499687558,0.803909923,1
8.12E+17,0.979138042,0.613938718,0.319802798,0.143092531,0.854502875,1
328599949,0.940437202,0.36407717,0.423967474,0.137276498,0.724285209,1
184974902,0.962241917,0.66930344,0.81642749,0.347944017,0.790472562,1
1554848462,0.962638699,0.494750395,0.781327064,0.529267238,0.752744223,1
111638046,0.861639711,0.231508912,0.258394958,0.178380483,0.51330923,1
9.58E+17,0.920826306,0.756287271,0.592773797,0.469628947,0.847147603,1
9.27E+17,0.98729998,0.730029384,0.509056731,0.090187476,0.900222354,1
8.91E+17,0.919073533,0.257438399,0.245776537,0.344906232,0.658293139,1
7.15E+17,0.987897191,0.933210309,0.996883054,0.643125447,0.905940121,1
45993804,0.898765439,0.411563646,0.753601204,0.154702384,0.886908329,1
41409361,0.979127808,0.784030405,0.725882139,0.278871086,0.894256199,1
2765311943,0.690558956,0.26261246,0.065921382,0.750955316,0.581820375,1
18810812,0.898290873,0.985449081,0.953166532,0.9840664,0.954167154,1
1.02E+18,0.505389861,0.326030439,0.412670427,0.922357218,0.377501831,1
8.90E+17,0.988665623,0.758682582,0.822280257,0.356450175,0.868568003,1
7.04E+17,0.895828307,0.483344225,0.349219243,0.081542267,0.749544429,1
524176313,0.946855226,0.348482091,0.787253009,0.227539437,0.721216283,1
4637042115,0.952386271,0.71117704,0.921963512,0.570946258,0.787818052,1
4255208009,0.883648089,0.533456502,0.571797841,0.248596786,0.731623734,1
375870045,0.951778265,0.667587239,0.607470463,0.282345084,0.930373641,1
2925017463,0.973484803,0.920012774,0.439339166,0.85962117,0.701859082,1
2860251984,0.86401125,0.916041163,0.368632749,0.546354057,0.949231364,1
282809488,0.982065311,0.945957778,0.676249968,0.199603943,0.94828081,1
17262250,0.945432791,0.834161202,0.477786583,0.289191825,0.885929702,1
1.03E+18,0.884246909,0.269665136,0.846026005,0.479786448,0.460100886,1
1.02E+18,0.975146678,0.810576702,0.284442448,0.200468991,0.870705921,1
1.02E+18,0.960430133,0.971269979,0.393596978,0.357316236,0.963970804,1
9.79E+17,0.884794576,0.662442647,0.826499378,0.983446688,0.608413263,1
9.75E+17,0.989624792,0.488831479,0.387675692,0.067578758,0.715209673,1
8.98E+17,0.980077765,0.844752029,0.624517851,0.205655713,0.926718587,1
8.69E+17,0.964782371,0.671582314,0.409237384,0.232824984,0.748094429,1
83932539,0.979710794,0.731122455,0.286115247,0.203683692,0.88402344,1
3471229638,0.97940902,0.650419809,0.693201658,0.165163604,0.842194229,1
2323765435,0.996641218,0.237190254,0.456682087,0.125180169,0.621214573,1
9.98E+17,0.966382603,0.734950467,0.892826166,0.536976856,0.89352711,1
9.59E+17,0.875894628,0.486386174,0.1274641,0.684737589,0.457317627,1
8.78E+17,0.96113652,0.788440821,0.6262591,0.846485471,0.768760334,1
324652265,0.988688922,0.288692607,0.276032726,0.066676247,0.608232343,1
17148456,0.916754025,0.07452581,0.068170593,0.349465031,0.70066602,1
1492032702,0.990064671,0.850319528,0.721936822,0.404244498,0.886619011,1
1.02E+18,0.957098341,0.380086084,0.579785793,0.397808712,0.649298995,1
9.01E+17,0.920979894,0.902745634,0.705184867,0.35196082,0.9549104,1
8.95E+17,0.886213726,0.528273334,0.661852812,0.312685333,0.739899857,1
7.99E+17,0.969498896,0.578902674,0.505770976,0.146531502,0.849453851,1
581319630,0.917525984,0.58219911,0.484258859,0.28901448,0.722287695,1
4173151039,0.921857906,0.577340045,0.316820836,0.585946969,0.772472122,1
396777832,0.956864207,0.566306696,0.344345887,0.357896821,0.878447958,1
1246596348,0.727694773,0.87147616,0.873120388,0.45879186,0.870529239,1
9.97E+17,0.990987941,0.348554541,0.42148761,0.532005107,0.741385672,1
8.76E+17,0.938407911,0.667526028,0.697870532,0.08852224,0.853708108,1
8.22E+17,0.684017609,0.889685005,0.906839212,0.970319449,0.844502501,1
474999990,0.99638221,0.454922399,0.946390616,0.283283451,0.735509205,1
3338219003,0.940570953,0.818138488,0.703666148,0.506493558,0.843671535,1
270560355,0.925138494,0.278531545,0.56592867,0.322136916,0.636141407,1
27114612,0.943452398,0.383450396,0.492372754,0.307009623,0.781047823,1
2324993199,0.886139224,0.796524085,0.993826564,0.698844921,0.889624954,1
9.44E+17,0.929150777,0.433553612,0.885538601,0.595047893,0.719058736,1
7.92E+17,0.849496631,0.590552176,0.246587628,0.592333475,0.661549317,1
55586501,0.990051884,0.87883219,0.631972109,0.45556798,0.852924682,1
3239660955,0.819590828,0.771077741,0.915423967,0.411105975,0.898803524,1
268512895,0.919263422,0.818103076,0.394171757,0.431886267,0.750045901,1
22170416,0.991383089,0.524185658,0.557714099,0.197896123,0.79625124,1
18538615,0.954262593,0.699946685,0.120847167,0.421035024,0.705656125,1
1249831310,0.966736562,0.862399985,0.391895306,0.788200867,0.871895028,1
9.52E+17,0.874158822,0.16376522,0.209443144,0.041874096,0.38126813,1
7.91E+17,0.955941888,0.574636385,0.763205347,0.942821849,0.522475046,1
496041209,0.978298292,0.802570185,0.299554037,0.580466911,0.762309612,1
4318251134,0.849329884,0.340830021,0.593426136,0.466641394,0.685102554,1
2783752108,0.920675815,0.836262937,0.600281913,0.58087328,0.803870035,1
123016161,0.968079445,0.44200084,0.667126392,0.119741338,0.779106958,1
9.99E+17,0.940034178,0.592455024,0.530643899,0.195290264,0.880428334,1
9.29E+17,0.962404039,0.749285978,0.923913337,0.261192354,0.956247092,1
8.39E+17,0.971523649,0.385328336,0.280287557,0.247867776,0.686244287,1
7.03E+17,0.979151279,0.812538162,0.385075962,0.477974598,0.842907925,1
548857000,0.810984334,0.710835798,0.237788407,0.50491863,0.84639279,1
4671191282,0.97430829,0.923458181,0.968188954,0.398385726,0.95094926,1
1405536954,0.980006582,0.506056895,0.701168577,0.514569266,0.83250158,1
119448241,0.982186667,0.730408461,0.668634035,0.321112656,0.853105288,1
9.83E+17,0.978372723,0.846201814,0.785549703,0.160707709,0.935674312,1
9.30E+17,0.959848165,0.88549275,0.700093561,0.640686807,0.856883386,1
8.22E+17,0.97639938,0.30777456,0.720389915,0.369903894,0.475864364,1
7.72E+17,0.87752652,0.942918019,0.9115195,0.659280184,0.942005496,1
773498208,0.840717559,0.617392288,0.124560375,0.153282949,0.774654191,1
49208970,0.992142831,0.425416395,0.596324018,0.059208292,0.701223673,1
351904408,0.923339199,0.81178477,0.933110357,0.256757815,0.859706799,1
366882534,0.919516558,0.666985684,0.507412483,0.274461292,0.742764735,1
3140961982,0.99006704,0.804170139,0.924946336,0.357359269,0.933620082,1
303361332,0.917070169,0.619287334,0.764980083,0.622027543,0.817326589,1
2958833147,0.944629947,0.611050613,0.521141672,0.412297888,0.747151569,1
2859702526,0.96126282,0.547538606,0.860196429,0.4148001,0.591020127,1
1911485155,0.939977938,0.247774894,0.708778444,0.834077014,0.335648781,1
9.86E+17,0.840420124,0.835585068,0.837099681,0.200369845,0.977623729,1
872847674,0.89438341,0.694785038,0.386879079,0.152315686,0.786099381,1
8.35E+17,0.842556993,0.83959593,0.703460166,0.48486916,0.864779296,1
8.22E+17,0.904405683,0.82432751,0.922331504,0.335826746,0.917373443,1
7.97E+17,0.960843866,0.659748151,0.260355196,0.787660036,0.751729743,1
54319859,0.976984113,0.77148478,0.787085607,0.451139715,0.922045258,1
1979558660,0.869310178,0.695844481,0.506809018,0.877626156,0.857204585,1
1264627249,0.978887511,0.955150721,0.800288244,0.175099481,0.960797273,1
4798259061,0.928241471,0.985575764,0.993853102,0.999121772,0.956824565,1
2620126701,0.967314501,0.31957009,0.393531826,0.035138934,0.793025234,1
240465726,0.980799921,0.478262725,0.714724842,0.329093076,0.885586069,1
164792334,0.772089125,0.103783306,0.179059363,0.01334017,0.50077814,1
132629193,0.929931304,0.693718458,0.128867935,0.446654737,0.676617898,1
9.83E+17,0.979522694,0.685443834,0.953404559,0.584646083,0.917811981,1
8.86E+17,0.88629968,0.687690711,0.936904116,0.433141878,0.823467185,1
7.97E+17,0.970310648,0.774764126,0.857102742,0.765005837,0.98259864,1
7.51E+17,0.986402929,0.96866121,0.920838029,0.252706701,0.969561017,1
63588123,0.981072257,0.690520672,0.594933041,0.328901255,0.852169537,1
9.23E+17,0.957634473,0.765458689,0.974462047,0.506398989,0.908912592,1
2829324315,0.948036222,0.718205761,0.585558556,0.745051638,0.64955909,1
1.01E+18,0.960791412,0.730360432,0.435543354,0.182638426,0.816825937,1
1.00E+18,0.985680569,0.399410225,0.683260989,0.166888471,0.682909291,1
8.42E+17,0.96706427,0.843658692,0.529488634,0.32466234,0.897903574,1
7.96E+17,0.979454088,0.886283471,0.818622634,0.622705326,0.946636648,1
7.42E+17,0.796936473,0.989362952,0.900388981,0.989814548,0.874845304,1
8.62E+17,0.877582375,0.333168958,0.699344378,0.307949851,0.748800952,1
75081190,0.924102793,0.792048233,0.868037722,0.378014279,0.838199403,1
3214349114,0.981372003,0.972408761,0.462819362,0.962252166,0.948887927,1
2838035771,0.763805201,0.807728681,0.330862153,0.719845006,0.852866587,1
149573217,0.976647118,0.371624886,0.377926161,0.230731082,0.846484611,1
9.12E+17,0.911472512,0.878810727,0.506533873,0.775204268,0.853249062,1
8.67E+17,0.926982319,0.847556966,0.475916296,0.59656582,0.779037676,1
495379332,0.884371346,0.406118906,0.915506421,0.580023758,0.71484126,1
2187248892,0.912547292,0.95129447,0.96424808,0.573735868,0.93521267,1
111800776,0.964891978,0.534555388,0.828042983,0.248913162,0.915560801,1
8.19E+17,0.956971689,0.823014671,0.56063002,0.601481187,0.940945906,1
8.07E+17,0.87902452,0.602841648,0.25049972,0.927750418,0.668745993,1
3233838455,0.979341622,0.497068244,0.354644221,0.070138064,0.763174244,1
257088807,0.942511481,0.551703083,0.353735799,0.541246037,0.755314079,1
1239598424,0.961770011,0.775739385,0.444325331,0.321141384,0.930044802,1
7.90E+17,0.893790293,0.51841273,0.314088229,0.861241861,0.335012299,1
4462060467,0.98194978,0.979908966,0.902893923,0.750719211,0.950972341,1
293445416,0.950342307,0.80560994,0.748619916,0.572854179,0.843883675,1
2187521927,0.920520828,0.817109914,0.763691479,0.824662266,0.825966552,1
1546483086,0.963364174,0.557785581,0.708894667,0.417720429,0.728248609,1
1225233181,0.293410176,0.980957607,0.810993063,0.999865451,0.872241553,1
1.01E+18,0.875550131,0.175813873,0.341945486,0.309232581,0.403320692,1
9.26E+17,0.946368442,0.240439044,0.397777928,0.211812305,0.668395689,1
7.59E+17,0.377012579,0.596610861,0.173005525,0.609762786,0.483782283,1
4799346261,0.929334291,0.759902682,0.919726585,0.43894758,0.907488143,1
41340377,0.890411929,0.815485126,0.350011337,0.941181069,0.710971795,1
3303207773,0.938074116,0.697288139,0.807724382,0.99838797,0.555687406,1
226261507,0.976071305,0.391267367,0.63874621,0.460167114,0.874214011,1
2195031060,0.932217537,0.89428057,0.630958493,0.139724751,0.927949854,1
18663834,0.904296133,0.571138389,0.522313851,0.058802564,0.860930402,1
9.61E+17,0.941390446,0.119684746,0.827382596,0.776439982,0.316105381,1
88305853,0.923785209,0.666833309,0.66519855,0.473782907,0.883240831,1
7.76E+17,0.898193659,0.498620686,0.179676266,0.313935185,0.896527441,1
516538589,0.882757944,0.783299638,0.74709824,0.708697506,0.893296856,1
148471361,0.890235513,0.911463946,0.618705587,0.206979792,0.950785484,1
1.02E+18,0.928947119,0.707398326,0.323079,0.073885763,0.710345376,1
9.95E+17,0.97296312,0.982642779,0.949165155,0.825015858,0.981032806,1
9.52E+17,0.989585773,0.406568777,0.469166101,0.241859408,0.545866051,1
9.44E+17,0.790945019,0.484789841,0.08789031,0.144052741,0.522518457,1
4288328778,0.963433068,0.773578084,0.714891101,0.27499675,0.935354143,1
3589003512,0.961093225,0.907758574,0.308826552,0.373225825,0.920933678,1
32873770,0.912612457,0.565883488,0.822273545,0.336178017,0.874152918,1
23177749,0.962108698,0.390515817,0.55760636,0.498133133,0.699029312,1
1.00E+18,0.893451256,0.693501839,0.641019818,0.784510704,0.820125641,1
9.53E+17,0.976141421,0.978136357,0.999584966,0.997099008,0.932334485,1
8.31E+17,0.964913108,0.92986627,0.70798172,0.416999792,0.970237822,1
8.25E+17,0.976282969,0.704041257,0.752417243,0.412908847,0.919178733,1
512531916,0.958323212,0.784556318,0.848508134,0.35847536,0.927742687,1
37590040,0.864647028,0.840174488,0.663437023,0.606002773,0.877474761,1
3306992442,0.901815385,0.295710881,0.658495123,0.17980749,0.762900527,1
32497478,0.951068224,0.860110719,0.937143845,0.26715704,0.930852622,1
298253269,0.962481935,0.695928614,0.379684347,0.218012109,0.880607721,1
2557816406,0.811494078,0.133854403,0.471292632,0.345952421,0.315152283,1
7.41E+17,0.897954427,0.431387277,0.581226571,0.151364855,0.71799378,1
7.36E+17,0.977012931,0.30189174,0.385282478,0.284862096,0.625996704,1
4228685787,0.992129749,0.171361541,0.366996668,0.021829239,0.514745921,1
3285296234,0.955530201,0.821750682,0.702014916,0.250915508,0.944260523,1
2288956825,0.975353426,0.714386819,0.529211148,0.462651043,0.778777705,1
1966149542,0.808370378,0.997563498,0.881971863,0.99926248,0.990402188,1
9.99E+17,0.972531981,0.238650045,0.442913538,0.039823368,0.68329579,1
9.92E+17,0.959843193,0.338183536,0.323577579,0.303514058,0.597009481,1
9.78E+17,0.926056152,0.591279803,0.257690064,0.259460723,0.741198098,1
8.82E+17,0.89480604,0.779379665,0.960870898,0.564366455,0.843552337,1
8.54E+17,0.938467353,0.890774301,0.971800751,0.609958965,0.935278014,1
8.51E+17,0.744964776,0.908265189,0.722285662,0.979949646,0.791619248,1
8.36E+17,0.940927999,0.813587074,0.705049444,0.408925955,0.895923439,1
8.28E+17,0.968318329,0.665508403,0.770759533,0.171242197,0.722348807,1
7.50E+17,0.98635775,0.506266728,0.568831923,0.128390581,0.738820095,1
7.06E+17,0.890843775,0.873578322,0.658164552,0.259638621,0.976131671,1
512263970,0.911026973,0.214371983,0.427823086,0.135616861,0.667963176,1
3306386978,0.859204292,0.686882925,0.809334261,0.34026934,0.834382224,1
9.49E+17,0.981554563,0.897937641,0.781647309,0.343217777,0.915760613,1
9.21E+17,0.892893122,0.383300423,0.579421422,0.336433457,0.680424022,1
8.86E+17,0.926075276,0.670984889,0.511574645,0.374157128,0.741621798,1
8.23E+17,0.940977918,0.510544393,0.621844318,0.111742222,0.782534285,1
4516171573,0.962426468,0.625847169,0.298616207,0.081448825,0.799899357,1
4166066243,0.833401094,0.825259085,0.616679983,0.656023622,0.873425939,1
300270711,0.960628613,0.636019611,0.159136899,0.261985885,0.776879045,1
2824338852,0.947144146,0.484966926,0.471887074,0.463964015,0.810941372,1
1689331526,0.912627421,0.586550895,0.784254467,0.892005119,0.763227594,1
1.01E+18,0.87044322,0.062241803,0.557724936,0.34383701,0.419964819,1
95645612,0.919923105,0.758247468,0.598776481,0.343439271,0.881722787,1
9.21E+17,0.981969038,0.519700062,0.803359463,0.395041994,0.74030165,1
8.74E+17,0.813490965,0.530212864,0.331484631,0.402419666,0.738809256,1
8.17E+17,0.903409696,0.89292666,0.88324381,0.986044544,0.783846925,1
497879902,0.954212818,0.907092979,0.924453068,0.579124474,0.925970919,1
3407481256,0.986296763,0.644111955,0.879601236,0.409278458,0.890588859,1
33830005,0.909557613,0.868742101,0.787891062,0.800256918,0.906845104,1
3311433554,0.970715069,0.561957024,0.862856929,0.560237359,0.691472238,1
27927742,0.982743733,0.215213181,0.443807947,0.060252007,0.727283814,1
28219848,0.800252767,0.454144848,0.472298829,0.643839637,0.523882161,1
15501051,0.819310887,0.268794945,0.635451445,0.445311815,0.697572017,1
8.25E+17,0.989328627,0.76870395,0.967806291,0.440615911,0.945168745,1
3882312657,0.938677438,0.49634159,0.737306607,0.419333072,0.674589445,1
32230036,0.261444136,0.777976338,0.365013735,0.556566524,0.616381143,1
2468842304,0.970598749,0.864324469,0.866513248,0.706197964,0.952229419,1
9.44E+17,0.951607371,0.453908466,0.298409808,0.222332689,0.601625713,1
8.84E+17,0.89916944,0.935918076,0.660653736,0.743755708,0.954949912,1
883111249,0.508399282,0.225539555,0.355696988,0.271479177,0.25792486,1
8.23E+17,0.914112733,0.176369681,0.401036909,0.552270223,0.424369052,1
344504456,0.955296946,0.840459001,0.958716246,0.610102589,0.9022359,1
294842875,0.987768843,0.359978772,0.6228864,0.196318531,0.569042971,1
17734705,0.793202337,0.813956649,0.51722226,0.508843529,0.807442915,1
8.29E+17,0.968914946,0.605865737,0.908310044,0.241737151,0.867850068,1
2274100657,0.870415462,0.373518362,0.600876004,0.221464586,0.696829652,1
1.00E+18,0.976680577,0.040856091,0.847468368,0.106876077,0.395665367,1
9.88E+17,0.905120696,0.973054039,0.748041485,0.840632881,0.946367011,1
394328998,0.933105331,0.26979417,0.441043385,0.09849493,0.680907929,1
3885993200,0.717329856,0.942697922,0.877099517,0.487219641,0.95074101,1
1932665167,0.55693566,0.415939746,0.42251907,0.287778362,0.426917105,1
1716264913,0.555762532,0.806049062,0.875517696,0.883532897,0.938142447,1
1197695820,0.493459903,0.775917574,0.640182202,0.753020943,0.815766453,1
1.02E+18,0.944058172,0.218626668,0.31319127,0.492099083,0.640930075,1
9.45E+17,0.808974209,0.327998303,0.230929881,0.417754294,0.645949717,1
8.12E+17,0.886173819,0.999020253,0.906584146,0.9700221,0.988337064,1
8.58E+17,0.974028768,0.594968061,0.107588742,0.322932263,0.770958911,1
8.40E+17,0.871826069,0.797261521,0.650349386,0.881180663,0.824214349,1
186278633,0.888548164,0.865835335,0.975974642,0.689445489,0.854877415,1
139221788,0.973382313,0.274962435,0.404248312,0.02829957,0.631850172,1
9.98E+17,0.937834549,0.381061947,0.695864793,0.10074286,0.828046764,1
9.56E+17,0.84607596,0.776729883,0.43340093,0.518495738,0.844314239,1
9.54E+17,0.943028326,0.355139187,0.380421166,0.305532555,0.571996093,1
9.06E+17,0.808454882,0.229478856,0.438000994,0.503117013,0.50737711,1
7.91E+17,0.925701773,0.855639672,0.787026248,0.83452186,0.874367159,1
2200236457,0.926841153,0.916609941,0.417325047,0.469346527,0.956870962,1
1.02E+18,0.942392301,0.751161019,0.549875214,0.191024834,0.89141952,1
8.56E+17,0.892307789,0.978370709,0.747352871,0.86819332,0.92754172,1
8.17E+17,0.900057725,0.94789297,0.886942835,0.467588106,0.854167587,1
7.97E+17,0.927232372,0.609263189,0.219858533,0.457253214,0.735169449,1
2194565917,0.95815342,0.891275927,0.575478254,0.444229164,0.826587946,1
154958958,0.947971961,0.804508961,0.723618433,0.36771414,0.949743384,1
1.03E+18,0.854775375,0.933171489,0.329032033,0.909701735,0.89400052,1
